               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 101,            0.018276,            0.015395,                   0,              0.9993,                   1,               0.995,             0.83155,            0.011757,            0.007372,                   0,            0.011218,            0.011218,            0.011218
                 102,            0.018949,            0.015248,                   0,             0.99925,                   1,               0.995,              0.8567,            0.010427,           0.0077356,                   0,             0.01121,             0.01121,             0.01121
                 103,            0.019243,            0.016131,                   0,              0.9992,                   1,               0.995,              0.8278,            0.011064,           0.0084669,                   0,            0.011202,            0.011202,            0.011202
                 104,            0.017467,            0.015213,                   0,             0.98762,             0.97778,             0.99185,             0.85604,            0.013682,            0.011835,                   0,            0.011194,            0.011194,            0.011194
                 105,            0.017503,            0.015976,                   0,             0.99917,                   1,               0.995,             0.91177,            0.010494,           0.0075716,                   0,            0.011186,            0.011186,            0.011186
                 106,            0.018303,              0.0162,                   0,             0.99919,                   1,               0.995,             0.85652,            0.010967,           0.0077396,                   0,            0.011178,            0.011178,            0.011178
                 107,            0.017462,            0.015529,                   0,              0.9992,                   1,               0.995,             0.89169,           0.0086652,           0.0077376,                   0,             0.01117,             0.01117,             0.01117
                 108,            0.016046,            0.015491,                   0,                   1,             0.99937,               0.995,             0.78132,            0.014346,           0.0088523,                   0,            0.011162,            0.011162,            0.011162
                 109,            0.018028,             0.01601,                   0,             0.99927,                   1,               0.995,             0.77943,            0.016197,            0.007874,                   0,            0.011154,            0.011154,            0.011154
                 110,            0.017937,            0.015592,                   0,               0.999,                   1,               0.995,             0.89698,            0.011651,           0.0074767,                   0,            0.011146,            0.011146,            0.011146
                 111,              0.0193,            0.015422,                   0,             0.99935,                   1,               0.995,             0.83464,            0.010065,           0.0075597,                   0,            0.011138,            0.011138,            0.011138
                 112,            0.019582,            0.014851,                   0,             0.99921,                   1,               0.995,             0.84046,            0.011808,           0.0072662,                   0,             0.01113,             0.01113,             0.01113
                 113,             0.01823,            0.015477,                   0,             0.99929,                   1,               0.995,             0.82665,            0.012109,           0.0072395,                   0,            0.011122,            0.011122,            0.011122
                 114,            0.016772,            0.015647,                   0,             0.99927,                   1,               0.995,             0.84914,            0.012356,            0.007197,                   0,            0.011115,            0.011115,            0.011115
                 115,            0.017554,            0.014715,                   0,              0.9992,                   1,               0.995,             0.84189,            0.011643,           0.0069974,                   0,            0.011107,            0.011107,            0.011107
                 116,            0.017751,            0.014978,                   0,             0.99924,                   1,               0.995,             0.90302,           0.0088657,           0.0075518,                   0,            0.011099,            0.011099,            0.011099
                 117,            0.019026,            0.014955,                   0,             0.99926,                   1,               0.995,             0.92252,           0.0091733,            0.007365,                   0,            0.011091,            0.011091,            0.011091
                 118,            0.016561,            0.015198,                   0,             0.99903,                   1,               0.995,             0.75071,            0.018899,           0.0079095,                   0,            0.011083,            0.011083,            0.011083
                 119,            0.017354,            0.015982,                   0,             0.99928,                   1,               0.995,             0.83181,            0.010477,           0.0074688,                   0,            0.011075,            0.011075,            0.011075
                 120,            0.017989,            0.014201,                   0,             0.99923,                   1,               0.995,             0.88539,            0.010482,           0.0069243,                   0,            0.011067,            0.011067,            0.011067
                 121,            0.017202,            0.014425,                   0,             0.99922,                   1,               0.995,             0.89795,           0.0087899,           0.0089037,                   0,            0.011059,            0.011059,            0.011059
                 122,            0.015786,            0.015821,                   0,             0.99976,                   1,               0.995,              0.8688,            0.011109,           0.0083819,                   0,            0.011051,            0.011051,            0.011051
                 123,            0.016679,            0.014512,                   0,              0.9993,                   1,               0.995,             0.90958,           0.0081817,           0.0066585,                   0,            0.011043,            0.011043,            0.011043
                 124,            0.017274,            0.014804,                   0,             0.99927,                   1,               0.995,             0.77458,            0.012918,           0.0069451,                   0,            0.011035,            0.011035,            0.011035
                 125,            0.017677,            0.014626,                   0,             0.99927,                   1,               0.995,             0.91483,           0.0092206,           0.0072465,                   0,            0.011027,            0.011027,            0.011027
                 126,            0.015664,            0.015395,                   0,             0.99928,                   1,               0.995,             0.88345,             0.01063,           0.0076971,                   0,            0.011019,            0.011019,            0.011019
                 127,            0.017395,            0.014992,                   0,             0.99926,                   1,               0.995,             0.91307,           0.0083741,           0.0073571,                   0,            0.011012,            0.011012,            0.011012
                 128,            0.016377,            0.014145,                   0,              0.9992,                   1,               0.995,             0.90987,            0.011791,           0.0074431,                   0,            0.011004,            0.011004,            0.011004
                 129,            0.015094,            0.017103,                   0,             0.99928,                   1,               0.995,             0.89322,           0.0098875,           0.0075044,                   0,            0.010996,            0.010996,            0.010996
                 130,            0.016678,            0.013815,                   0,             0.99927,                   1,               0.995,             0.84255,            0.011672,           0.0069806,                   0,            0.010988,            0.010988,            0.010988
                 131,              0.0172,            0.014018,                   0,             0.99927,                   1,               0.995,             0.88696,            0.010001,           0.0074925,                   0,             0.01098,             0.01098,             0.01098
                 132,            0.016233,             0.01399,                   0,             0.99925,                   1,               0.995,             0.91535,           0.0086211,           0.0070478,                   0,            0.010972,            0.010972,            0.010972
                 133,            0.016918,            0.015861,                   0,             0.99928,                   1,               0.995,             0.91217,           0.0088628,            0.006951,                   0,            0.010964,            0.010964,            0.010964
                 134,            0.017002,            0.015202,                   0,             0.99912,                   1,               0.995,             0.90453,           0.0087092,           0.0079392,                   0,            0.010956,            0.010956,            0.010956
                 135,            0.017707,            0.014552,                   0,             0.99928,                   1,               0.995,             0.79198,            0.014334,           0.0074362,                   0,            0.010948,            0.010948,            0.010948
                 136,            0.016476,            0.014262,                   0,             0.99919,                   1,               0.995,             0.88754,           0.0087753,           0.0075933,                   0,             0.01094,             0.01094,             0.01094
                 137,            0.016915,            0.014422,                   0,             0.99946,                   1,               0.995,             0.85475,            0.016556,           0.0079609,                   0,            0.010932,            0.010932,            0.010932
                 138,            0.017105,            0.014029,                   0,             0.99927,                   1,               0.995,             0.84996,            0.010855,           0.0079016,                   0,            0.010924,            0.010924,            0.010924
                 139,            0.017245,            0.015793,                   0,             0.99919,                   1,               0.995,              0.8732,            0.011209,           0.0070132,                   0,            0.010916,            0.010916,            0.010916
                 140,            0.016388,            0.014962,                   0,             0.99923,                   1,               0.995,             0.89441,           0.0092871,           0.0072474,                   0,            0.010909,            0.010909,            0.010909
                 141,            0.014877,            0.014405,                   0,             0.99913,                   1,               0.995,             0.93232,           0.0082761,           0.0074895,                   0,            0.010901,            0.010901,            0.010901
                 142,             0.01549,            0.015016,                   0,             0.99975,                   1,               0.995,             0.90388,           0.0079945,           0.0075745,                   0,            0.010893,            0.010893,            0.010893
                 143,            0.015085,            0.015117,                   0,             0.99928,                   1,               0.995,              0.9038,           0.0094689,           0.0070923,                   0,            0.010885,            0.010885,            0.010885
                 144,            0.017161,             0.01375,                   0,             0.99925,                   1,               0.995,             0.82118,            0.012239,           0.0072899,                   0,            0.010877,            0.010877,            0.010877
                 145,            0.017102,            0.014382,                   0,             0.99926,                   1,               0.995,             0.85647,             0.01183,           0.0070498,                   0,            0.010869,            0.010869,            0.010869
                 146,            0.015019,            0.013603,                   0,             0.99929,                   1,               0.995,             0.89048,           0.0087963,           0.0068976,                   0,            0.010861,            0.010861,            0.010861
                 147,            0.015661,            0.013787,                   0,             0.99745,                   1,               0.995,             0.85239,            0.013824,            0.008795,                   0,            0.010853,            0.010853,            0.010853
                 148,             0.01727,            0.014246,                   0,              0.9999,                   1,               0.995,              0.8361,            0.010589,            0.008374,                   0,            0.010845,            0.010845,            0.010845
                 149,            0.015413,            0.014032,                   0,             0.99925,                   1,               0.995,             0.86912,            0.011252,           0.0074214,                   0,            0.010837,            0.010837,            0.010837
                 150,            0.015941,            0.013105,                   0,             0.99929,                   1,               0.995,             0.91688,           0.0097756,           0.0068472,                   0,            0.010829,            0.010829,            0.010829
                 151,            0.016582,            0.014695,                   0,             0.99931,                   1,               0.995,             0.90495,           0.0087089,           0.0071061,                   0,            0.010821,            0.010821,            0.010821
                 152,            0.015324,            0.013948,                   0,             0.99928,                   1,               0.995,              0.9365,           0.0077113,           0.0070745,                   0,            0.010813,            0.010813,            0.010813
                 153,            0.016282,             0.01418,                   0,             0.99929,                   1,               0.995,             0.91233,           0.0080796,           0.0067929,                   0,            0.010806,            0.010806,            0.010806
                 154,            0.015986,            0.014204,                   0,             0.99929,                   1,               0.995,             0.89737,           0.0096489,           0.0073255,                   0,            0.010798,            0.010798,            0.010798
                 155,               0.015,            0.014307,                   0,             0.99929,                   1,               0.995,             0.89964,            0.009033,           0.0079827,                   0,             0.01079,             0.01079,             0.01079
                 156,            0.014478,             0.01411,                   0,             0.99929,                   1,               0.995,             0.91616,           0.0081121,           0.0074767,                   0,            0.010782,            0.010782,            0.010782
                 157,            0.015687,            0.013948,                   0,             0.99922,                   1,               0.995,             0.90373,           0.0084827,           0.0074905,                   0,            0.010774,            0.010774,            0.010774
                 158,            0.016184,            0.014221,                   0,             0.99921,                   1,               0.995,             0.90717,            0.008629,           0.0068759,                   0,            0.010766,            0.010766,            0.010766
                 159,            0.015349,            0.013487,                   0,             0.99925,                   1,               0.995,             0.88431,           0.0096039,           0.0070715,                   0,            0.010758,            0.010758,            0.010758
                 160,            0.016199,            0.013852,                   0,             0.99929,                   1,               0.995,             0.92031,           0.0078914,           0.0069174,                   0,             0.01075,             0.01075,             0.01075
                 161,            0.014793,            0.014394,                   0,             0.99931,                   1,               0.995,             0.90125,           0.0095973,           0.0070261,                   0,            0.010742,            0.010742,            0.010742
                 162,            0.015622,            0.013913,                   0,             0.99928,                   1,               0.995,             0.91603,           0.0084862,           0.0076437,                   0,            0.010734,            0.010734,            0.010734
                 163,            0.015048,            0.014202,                   0,             0.99924,                   1,               0.995,             0.91572,           0.0079261,            0.007197,                   0,            0.010726,            0.010726,            0.010726
                 164,            0.015104,            0.014197,                   0,              0.9993,                   1,               0.995,             0.90932,           0.0090356,            0.006867,                   0,            0.010718,            0.010718,            0.010718
                 165,            0.014584,            0.013784,                   0,             0.99922,                   1,               0.995,             0.82839,            0.012255,           0.0074382,                   0,             0.01071,             0.01071,             0.01071
                 166,            0.014101,             0.01362,                   0,             0.99918,                   1,               0.995,             0.91326,           0.0080536,           0.0074589,                   0,            0.010703,            0.010703,            0.010703
                 167,            0.014945,            0.014213,                   0,              0.9993,                   1,               0.995,             0.90126,            0.009084,           0.0093246,                   0,            0.010695,            0.010695,            0.010695
                 168,            0.015632,            0.013856,                   0,             0.99934,                   1,               0.995,             0.90772,           0.0091515,           0.0073344,                   0,            0.010687,            0.010687,            0.010687
                 169,            0.014758,            0.013297,                   0,             0.99932,                   1,               0.995,             0.90722,           0.0078791,            0.007706,                   0,            0.010679,            0.010679,            0.010679
                 170,            0.015624,            0.013998,                   0,              0.9993,                   1,               0.995,              0.8994,            0.007732,           0.0071615,                   0,            0.010671,            0.010671,            0.010671
                 171,            0.015726,            0.013519,                   0,             0.99925,                   1,               0.995,             0.90256,           0.0087542,           0.0071961,                   0,            0.010663,            0.010663,            0.010663
                 172,            0.015512,            0.013746,                   0,             0.99927,                   1,               0.995,             0.88755,           0.0093397,           0.0068907,                   0,            0.010655,            0.010655,            0.010655
                 173,            0.016255,            0.013945,                   0,             0.99905,                   1,               0.995,             0.95367,           0.0073522,           0.0065923,                   0,            0.010647,            0.010647,            0.010647
